codigo,periodico,citescore,percentil,quartil,categoria,rank,total_categoria,ano_metrica,fonte,consultado_em,conferido_por
CPL,CHEMICAL PHYSICS LETTERS,5.8,80,Q1,General Physics and Astronomy,48,248,2025,Scopus Sources (scopus.com/sources.uri),2026-09-02,Coordenação REDEMAT
